Transaction ID,Sender Wallet,Receiver Wallet,Amount Transacted,Timestamp,Risk Score,Cryptocurrency,Date
ZUMWNWRDFQ,l6wzx771d74p5pel8fimhadsqnf67mipso,nci0rn8w3txq1ab6dd79oi9t8i0py4yoeq,179.62,2024-11-23 15:02:15,High,BTC
I38T97BAZB,ek5cxd3vvzvu39r8bxpsbb4bbbr7se0vdl,ksa938s5jfbj13ik1rskm4ewz3ctkdda6d,349.35,2024-12-08 15:02:15,High,DOGE
OTRKI8V4MN,4aucqfpx9pqpzdp7njfjhhbdbrnenb4tkb,itxyb0mwyiq5l3nu5ihloudmqs7bp3mgb0,924.87,2024-12-02 15:02:15,Medium,XRP
LZ530IBXIK,nwwruf916nxj5l7k33e351jtvdhbciotj3,w8qh75g4o4niiqitx7ohkyhhux6vgk23t1,805.97,2024-11-17 15:02:15,Low,ETH
D81TMIMKAB,sbntbmxozhdskcib0fvbpm4gmmrw17n7ob,wguueua8o2lp662g72u1259fim4hgnlqpm,505.96,2024-11-14 15:02:15,Medium,LTC
4QJGOFIGOO,9wxeyjqvg38choplahmit4za5q8wyr0pxa,xxy7l11l5m7ajbx4u0thl7z1bvqj0gim6r,980.88,2024-11-28 15:02:15,Low,DOGE
A4LX6LMJ7L,wuasz1516hjstodr53qto1x7ukhidw4lae,ho2vvdpgwzjgs6r86mcla1vsypmbbpcjoj,578.02,2024-12-06 15:02:15,Medium,BTC
RFRSE3BXA4,vtsdaxpuydz5w6sgewf6yxnrtj1k8zl0wh,xoeo1lrdc69azfvmogozgcmiit0869v7xr,360.54,2024-11-18 15:02:15,Low,LTC
ALN7XZT3CU,5zeun7zdba44a620lvpfk01m54xz6l1srr,jp70jk05ovxh7ez2f8beckuthqtqi2wfdk,219.95,2024-12-05 15:02:15,High,LTC
AHXKCJSE00,7qixlaecy2euli6bh62scyrkwepeu4tdxs,5n0rb37v635if3cyl8ejuy7zdfk47aonx4,655.89,2024-11-26 15:02:15,High,BTC
H9K7R19PS5,7oc09jgol2c5s254e69a93nbq37o6ebc04,plfqbu15xx6rqf3cs416tcxqv8xxnhd7nm,314.65,2024-12-03 15:02:15,Medium,XRP
ZU6GZSZ81Q,s0ff69ow8vldhk05uw1rixb5su3c9pe349,mncov4jdv1bxffqc6d5akywi30kbi7xov9,190.71,2024-11-26 15:02:15,Medium,ETH
IC9N0RLXDG,ligbptal9bmyrmkvwyw6rqm4wjf4y9plbw,ilshzby9p7fgt317ur6gers6poq4tmk3ri,292.83,2024-11-09 15:02:15,Low,XRP
83ZQOW4DSZ,9hevcqmxdxnhxmnzcwp3nfly66bnuczojv,uwejra6y6v2yqpfpgbldxziilpvi712ljg,993.0,2024-11-22 15:02:15,Medium,ETH
D3548II2NH,bfz99ytzirwmpay8mz7xi9sie93l0cer7d,k043mkullmxe75m7elivbjue4w7homrzwy,640.8,2024-11-22 15:02:15,Medium,BTC
H6SFOKQGG6,827gtdmp59n92nvxqfjz4ivcxgeu8hbisf,dqiqcr4pdnetolctyvywsuhc2jxkkl6sdz,619.49,2024-11-19 15:02:15,Medium,DOGE
U32S2NIFKZ,wn7gwxcia6in6r9xq1xbr00uthcpk60rpe,vk22p1jlmsq02s3af9j73arqc4c3sohqqr,87.78,2024-11-22 15:02:15,Medium,DOGE
PC5546QEIL,mzcec3rkif9ep3oi87b7qr0ipqi1rzrhmy,qfe2y6lw6xfh5ejuwfkvak0b8dhs3nmvmn,775.05,2024-11-26 15:02:15,Medium,XRP
GZB0TF20UU,tse1l5sit3f387k7imb6jpcli183n2jnww,xspswz4g2u2kkrhcf3vzfkglpkengsnpre,131.01,2024-11-12 15:02:15,High,ETH
ZMQGHSSN73,kbo05c7v5qs748vc8t951863x9mlduns04,xygyge1ltmbeisjcsquqt2qaao9kpfdn7i,346.28,2024-11-29 15:02:15,Low,BTC
GQX3XQUWY3,n6uv8nz5u4yia29dup6dlxsblmpjkcadzr,jxz4nlo5m5youenaus4k6utx74s2uqv9ne,639.34,2024-11-30 15:02:15,Low,XRP
B0A71TLT2S,vsmxd44ijo2t2u8kxbod11prxh4ikwttty,ar90aklglb8ubbj1kf6ohykokak77upna6,84.28,2024-11-27 15:02:15,Medium,LTC
XO3T1OAGW6,x5vsm5l97u5cj2p002ddor7krrzxq4520p,6ne7vr50fygs1agirfra26wh13u7vvgh1p,844.29,2024-11-16 15:02:15,Low,XRP
31XF5IYJ77,4xygv75903relz1l2sl7vhtjhch044yjkp,xelipmkben00u9i54zowx9m50unwsw0sr5,426.85,2024-11-23 15:02:15,Medium,BTC
C4QG5II1LC,lde7nxaj80gohorclptk4hqwkeat5m3qda,sfvopgxcfz1y6hiaojo83dbro902qv3i84,564.57,2024-11-09 15:02:15,Medium,XRP
RAZ41O84GC,31xgjnp14n96nye7nz2t4462moklxpwln7,buljj5cg6ebeuowhjvuhyj212setrp1aq7,169.31,2024-11-11 15:02:15,High,BTC
NDQNI3UAZC,oog3gaxqno0m2h1kogx8wko88wygpv3895,jhpmfxwsij4ima9j8i5g7epm42rtxzxupg,365.21,2024-12-03 15:02:15,Medium,LTC
DNP8TDTB1L,puy15kjoz7s8lvveif9ke55ghnrym87ogk,z5ihn9i9fgavzp4quwfggrx1t2yug3ykqq,447.09,2024-12-02 15:02:15,High,LTC
GAAH6TSQDH,4gcth1bl3kh4lae1dhp46t4btd953sphxy,hpcfxnbln7nzouo9izjrw58lfke5terfdq,561.2,2024-11-14 15:02:15,Medium,DOGE
2X8NDID4BP,r571828erzujo7ntyv241z3mvbjbovq4fb,ziljw3cg3zxf8k5k4ztirhbpja7x5zi9o1,607.27,2024-11-10 15:02:15,Low,XRP
Q47160HRKG,ogq6hdx1bhek4dx52uq0smqi75ag34q52w,229i0q68nyta532zwvgv52mj766781igpr,895.38,2024-11-17 15:02:15,Low,XRP
BUS53N0X2B,z0a4ip6e4yh9hbq7rcxgg75aoqeyqpqb16,rb2dbxbu37asn5mzlb43bwowyx55qw39oc,911.23,2024-11-20 15:02:15,Low,ETH
TJLDOPEQB4,35jzbwcjs1kff0gdwn1om7bljm8hyep6kx,u1epk715d7wd6cwbzjol0jhj98u47o3m3m,767.48,2024-11-26 15:02:15,High,LTC
RD615UFDD7,j7pescvt8fi6xxqjyoey9wvcki9767k89w,d0jbtrqdbamyigwuzvmdtx0vi44penin9b,617.32,2024-11-20 15:02:15,Low,LTC
2FG96M66R4,q75o9xz8vwo5pr6p81y1q8akjwzpjjas3u,599sqjnueevz35errrfbf5qnh2h3wwba9r,334.22,2024-11-22 15:02:15,Low,BTC
LUFLKZFZXN,5glrhzdezm4pwczxx27b4n3rc5aolsoqxu,7lw5bli2re6tkz4bacmsbpf8aqb51hi1ij,901.43,2024-11-19 15:02:15,High,BTC
TV407B0W2W,zoh2mn5x45juimv9y015qz47ev1blc6jop,wwv1imjqtkci5i8pjm3hsp6ozcg40zxato,302.42,2024-11-23 15:02:15,Medium,LTC
X5X5VJDJZM,zz8e5rpuw6oxvy6q58srmsep912i6y4wvn,87nrtb23nrv93o6xgwa49msvv2zukvroj4,148.31,2024-11-20 15:02:15,Low,BTC
VZT0FYYX1O,xmadlyrhadrh5rc0rasaw0igvmgg76nneh,86momnbjt225zabdwku8npnnoz0t4r81i8,328.56,2024-11-15 15:02:15,Medium,DOGE
H0JQX0S9E3,2y2imkbxn9ll462hxsfhv7p7xel0cde86l,v78vjsiq990q0a1xik3xwvctsix3a1mcax,700.92,2024-12-03 15:02:15,High,ETH
AJ5R4EAYNE,au7vq52nk1eowrp8tkbban4pjab0ft8sjp,liag7okj67hce1cvt81f3rs4h9y8pkuzh6,361.79,2024-12-03 15:02:15,High,XRP
IL232M4IY6,webojvrh2xvn8rashu6l7gcaujjwli33hn,wzsfbdp13b7huwsnsrhwc3kv9y0r3bze04,178.58,2024-12-05 15:02:15,Low,ETH
QRPURZ9AN5,b1e1nyhlta7xrlxt7hx3d6rjcvef6wg48x,c98fgm0qaonm4htns7bsu9pkr9zltke18g,450.22,2024-11-21 15:02:15,High,LTC
7VH1KW6S4C,q0rr2gt4huslsx2du8k7mdizdwljnyrf9i,nr842byjyu5treqibo03nyrmzawi59cou7,839.03,2024-12-06 15:02:15,Low,DOGE
5WSI5HRAEY,2rcrxwklsril5zzof577vl57s8ybi97yba,rpjr3szui48c0uve9e3igs2kr3ikxhvfjy,154.27,2024-11-18 15:02:15,High,ETH
F9F51TKA49,3sx7e5dt1dis1rdj2jdfp6wqn5pbgzidqp,h6p401d2gdppzjtt38oogr5dwcaqzw8li9,900.0,2024-12-06 15:02:15,Medium,ETH
SDZ4C1MGQR,o4hhwevvj80dtoq9xdllmmfvqa9qixmpsf,8st19iry830fbu61bcl3m3b2nfa2qlbubr,0.98,2024-11-20 15:02:15,High,LTC
8RT08WO6IO,hr5rec4613d6gv2ov2fatfv3wpkd6w7ujb,8zbgdd4cd8hm7ghi7hirajvzwplyf0vgjw,624.55,2024-11-20 15:02:15,Low,ETH
HIPTCAIU1R,k2p6awpbv6usbetjezydwz7a6ghh1ee38v,21xgmh0ja3z74ls7q2rmrimar5yntvg705,569.63,2024-11-22 15:02:15,High,LTC
0RLZJHKU2N,v4rh1uwt44oorhfmuug3c4ar1zousoyjel,vg02biz4hhazijkmkjonv926hgw1pa5wn4,595.07,2024-11-11 15:02:15,Medium,LTC
44JRVDZNM6,qknlwk499k5y2dkau90zo6phzi4n9r08wv,2hvlfn4jz0iio72hzgl1cf0bgddln2f6e6,844.99,2024-12-01 15:02:15,High,XRP
2D9M62JZS5,2vln1n3t2u0md2301s4jhfn0wba0x1m5of,2ik177iofsnazfqb0vvp937l2euhzr85jk,253.55,2024-11-14 15:02:15,High,DOGE
1MTRWJQ1ZV,4s6t52epke92y61ok62n206l1g0b5ys06j,xk0zbwtxl0iyouubx05qo0x6e3mtdtnjs1,367.92,2024-11-27 15:02:15,Low,XRP
M9KXML2VZK,jlapzaqtyxlcoi39r18b00ejt7yymqwj1o,0uel961sc50ffgr2n7m5bp2ncqnwqqruyb,8.92,2024-11-09 15:02:15,Medium,BTC
JDQII8XH1P,bff18wnrifo49n6aya4augozmw5e22yu6f,hsmh3mp8na46nkexb4g24h3clm30yedzgh,941.25,2024-12-02 15:02:15,Medium,LTC
WAZZGGDYTQ,gcknd9i7fo48atkqm15ddeh3lk0cxuyca3,7k4gf8het5d83eej1w6pvno1cuhhdpddv1,213.54,2024-11-24 15:02:15,High,ETH
JWT11JOOSS,e2oppf5gmcfuapo8x3yatnyj1t6gkxcknj,8o2trpkif0c0z6ihn6eli5pgf4tdmfkneh,176.52,2024-11-13 15:02:15,High,BTC
WBNHSSN16A,u1ji19l716y3ys5z6lceuwi959d7gr4eew,peqcyirwtbixsb4cjx82rqtkkqowah7e4d,989.26,2024-11-29 15:02:15,High,BTC
PHOSSENVJT,exyhr0n9z6mn3eapm5d1f4vz2knwazjfyj,ukyk493axocuwvqsqbulcro4a0rgo4gesv,91.21,2024-12-06 15:02:15,Low,LTC
R29TAD6GNX,4e49kej2nh1dty50if0j5vtx4z6g6ht7p0,q57dyqdl3bu1a6prxsf5f6vssa54ol009e,544.8,2024-11-15 15:02:15,Low,DOGE
XLNOG0LWMD,xgelqu2vti1vhp6rhaibamxwhljrq36r71,cef1m0w4wjlozwno11urz7yaz9e2qizwsc,953.43,2024-11-19 15:02:15,Low,LTC
MBY3RNV2LC,m8xlip496o1boelzrxucmzfdh4rlp7edxq,24c9szhxz6yvf9plrgd167tnuihxtf6hjd,956.59,2024-11-13 15:02:15,High,ETH
XZZXGFI34V,jyw26wrrg9p6xrhehw0wmody13a2rifrnj,ier3f6rh9va7ibdgvvykvnox93opr9ka0m,403.36,2024-12-04 15:02:15,High,XRP
JH2WZEWIY8,8s71pl1ekf1n8okkzqscf5prdmurcxjavc,yh4pg9yv5mcr9pcq4cg68ris82rzr15m0l,544.47,2024-11-22 15:02:15,Low,XRP
WBTQRSMW5O,2v0izt84qx8i0r809gtmaz60ns5sfthf4s,f58t0mdbsz2d2uatr0026bv1caiflptgsq,416.36,2024-11-10 15:02:15,Medium,XRP
GHGG4CF98K,tis3p8m51gfq0qry57wx8s8t5qprq238dd,p7uue037pk85z1x8cuedi2oz8h6kgxjoin,401.27,2024-11-14 15:02:15,Low,DOGE
7YIAUR0TQV,e5zk6gmpnbetm6whhnqd6wfypsbzkpyaay,03exzwnhzd8vrlaik009iujb83kb2j9pfx,625.21,2024-12-03 15:02:15,Low,LTC
AL28UTJ29R,9luaszhvxnr1cxp0y3bojwyk9jn3luo90f,6tom049r1gpj665e2fj7sxlxkj5pt9dqho,986.43,2024-11-22 15:02:15,High,DOGE
AUHH3BWW8A,zdth6oh3juqe5xuaorjsijixduk5ft19wv,lhw803lxwumojtaqipnj2a4mfj135uknqc,136.08,2024-12-01 15:02:15,High,DOGE
N433AI3QDK,7vslnx4dragk9y0dbwut53hv9v2o32695o,jt1jwgpyzmcum2f6oarpy8oedzj6z9nbdj,258.06,2024-11-09 15:02:15,Low,ETH
8V85XJE7MV,92d2586lmmmbxq4a9hqrrwtiph5soani8g,iybjzduaof1gb03th696lsip5vv6mz8xsf,93.12,2024-11-23 15:02:15,Medium,BTC
WXDWF461UG,9hszmcz611jhw48l9bior7yikoq8tfpokh,pt3gwqo0a6eoleaa34d93tph14p8nayl78,812.25,2024-11-11 15:02:15,Low,XRP
922BPRS82G,eq19gxodv1ct6y5fv1j041mdtw2mqar6kz,dx22r3glfi41knvenki750vmq7eiv105zz,989.36,2024-12-08 15:02:15,High,DOGE
Q4PRO4OB2O,7bdhhqavitelvxvspd5tv2tsulqibyjns2,fww3vg09ivutij5dtmw66stq73fwjt44c4,934.01,2024-12-06 15:02:15,Low,DOGE
